id_parcela,region,variedad,superficie_ha,temp_promedio,humedad_suelo,ph_suelo,horas_sol,riego_mm,fertilizante_kg,densidad_plantas,rendimiento_kg_ha,calidad_cosecha
PARC-00466,Lambayeque,Emerald,10.41,20.6,58.8,7.13,8.8,614.0,261.0,4112.0,8142.0,Baja
PARC-00467,La Libertad,Ventura,3.72,20.0,50.2,6.96,9.9,579.0,286.0,4097.0,8072.0,Baja
PARC-00468,Lambayeque,Biloxi,3.31,21.8,52.0,6.25,7.9,656.0,249.0,3423.0,8854.0,Media
PARC-00469,La Libertad,Emerald,9.29,21.2,60.9,5.39,8.9,607.0,244.0,3896.0,9560.0,Alta
PARC-00470,Ica,Rocio,6.46,22.3,39.0,5.94,10.9,649.0,172.0,3561.0,8856.0,Media
PARC-00471,Ica,Emerald,9.94,22.4,43.9,5.72,,722.0,189.0,3739.0,8616.0,Media
PARC-00472,La Libertad,Biloxi,4.83,22.5,33.2,5.37,8.9,732.0,217.0,3953.0,8742.0,Media
PARC-00473,La Libertad,Emerald,4.13,20.0,60.4,5.3,9.0,550.0,234.0,4402.0,9556.0,Alta
PARC-00474,La Libertad,Emerald,7.49,19.7,59.1,5.63,8.7,575.0,197.0,3858.0,8918.0,Media
PARC-00475,Ica,Emerald,3.15,19.2,66.2,5.47,9.9,528.0,209.0,4698.0,9485.0,Alta
PARC-00476,Lambayeque,Ventura,4.79,19.2,51.8,5.76,8.6,549.0,182.0,4167.0,8986.0,Media
PARC-00477,Lambayeque,Biloxi,3.66,21.0,33.6,5.73,8.1,751.0,155.0,4011.0,9158.0,Alta
PARC-00478,La Libertad,Biloxi,5.2,20.3,62.2,7.3,9.6,594.0,266.0,4252.0,7711.0,Baja
PARC-00479,La Libertad,Ventura,9.65,19.9,51.8,6.67,8.8,548.0,221.0,4191.0,8493.0,Baja
PARC-00480,Lambayeque,Emerald,3.21,21.8,44.5,6.24,8.3,729.0,156.0,3907.0,9218.0,Alta
PARC-00481,Lambayeque,Emerald,8.12,22.3,40.6,5.42,9.9,639.0,247.0,3698.0,8509.0,Baja
PARC-00482,Ica,Emerald,7.85,19.2,59.2,5.59,8.5,521.0,190.0,3743.0,9388.0,Alta
PARC-00483,Ica,Ventura,7.38,21.4,46.9,5.59,10.5,751.0,186.0,3779.0,9753.0,Alta
PARC-00484,Lambayeque,Ventura,6.84,19.7,60.5,5.42,8.9,549.0,180.0,4273.0,9505.0,Alta
PARC-00485,Lambayeque,Biloxi,8.64,21.1,58.0,5.6,8.9,565.0,247.0,4227.0,8811.0,Media
PARC-00486,Ica,Rocio,10.52,22.6,46.6,5.69,9.6,692.0,208.0,4126.0,8443.0,Baja
PARC-00487,Ica,Ventura,3.62,22.5,38.3,5.49,9.2,641.0,187.0,4175.0,8604.0,Media
PARC-00488,Ica,Emerald,10.14,18.6,62.0,5.75,8.9,592.0,179.0,3729.0,9186.0,Alta
PARC-00489,Ica,Ventura,2.61,22.3,43.0,5.1,9.8,693.0,196.0,3845.0,8933.0,Media
PARC-00490,La Libertad,Ventura,6.82,22.1,30.9,5.78,9.6,687.0,181.0,3433.0,8543.0,Baja
PARC-00491,Lambayeque,Biloxi,7.11,20.2,53.0,6.83,8.6,534.0,293.0,3724.0,8220.0,Baja
PARC-00492,Lambayeque,Rocio,3.98,18.9,58.0,6.92,9.0,537.0,237.0,4198.0,8082.0,Baja
PARC-00493,La Libertad,Biloxi,2.9,20.1,64.7,6.84,8.8,664.0,259.0,4339.0,8434.0,Baja
PARC-00494,Lambayeque,Rocio,2.75,20.1,52.4,5.45,9.7,470.0,162.0,3842.0,9931.0,Alta
PARC-00495,La Libertad,Biloxi,2.37,21.0,61.1,6.96,8.9,564.0,248.0,4281.0,8002.0,Baja
PARC-00496,La Libertad,Biloxi,7.74,22.7,46.9,5.64,8.8,709.0,208.0,4016.0,8463.0,Baja
PARC-00497,La Libertad,Rocio,3.55,23.0,27.2,5.71,9.0,640.0,204.0,3903.0,8237.0,Baja
PARC-00498,Lambayeque,Rocio,10.09,22.1,,6.96,9.2,523.0,257.0,4437.0,8240.0,Baja
PARC-00499,Lambayeque,Rocio,10.99,21.2,43.0,5.75,,664.0,181.0,4056.0,9161.0,Alta
PARC-00500,Lambayeque,Rocio,4.92,21.3,44.6,5.57,9.5,628.0,206.0,3953.0,8913.0,Media
PARC-00501,La Libertad,Ventura,3.64,21.7,54.7,6.8,9.9,564.0,320.0,4252.0,8287.0,Baja
PARC-00502,Lambayeque,Biloxi,6.1,23.0,50.0,6.72,7.6,629.0,244.0,3525.0,7652.0,Baja
PARC-00503,La Libertad,Emerald,10.82,22.0,49.3,6.3,8.0,613.0,221.0,3468.0,8747.0,Media
PARC-00504,La Libertad,Emerald,6.0,21.4,42.1,5.62,9.2,736.0,144.0,3887.0,9932.0,Alta
PARC-00505,La Libertad,Emerald,3.08,23.8,46.2,5.68,9.3,673.0,201.0,3936.0,8442.0,Baja
PARC-00506,Ica,Biloxi,11.85,20.7,56.7,7.09,9.5,517.0,254.0,4429.0,8143.0,Baja
PARC-00507,La Libertad,Biloxi,7.0,19.9,58.4,5.78,9.5,571.0,204.0,4198.0,9110.0,Alta
PARC-00508,Lambayeque,Emerald,5.42,21.1,55.1,6.09,7.9,612.0,244.0,3521.0,8588.0,Media
PARC-00509,Ica,Rocio,10.94,21.9,43.3,6.03,9.5,644.0,170.0,3994.0,9152.0,Alta
PARC-00510,La Libertad,Rocio,11.27,19.3,63.7,5.28,9.4,600.0,206.0,4056.0,9483.0,Alta
PARC-00511,Ica,Emerald,6.97,20.3,47.7,5.56,8.9,548.0,221.0,4081.0,9131.0,Alta
PARC-00512,La Libertad,Ventura,5.07,21.6,43.8,6.55,7.5,647.0,277.0,3447.0,8879.0,Media
PARC-00513,La Libertad,Ventura,6.83,19.1,59.4,5.51,,557.0,231.0,3828.0,9270.0,Alta
PARC-00514,La Libertad,Emerald,4.19,20.1,65.5,5.15,9.1,525.0,189.0,3874.0,9486.0,Alta
PARC-00515,Lambayeque,Emerald,6.78,19.9,67.9,5.25,8.4,495.0,252.0,3984.0,9319.0,Alta
PARC-00516,Ica,Biloxi,4.29,20.0,58.3,5.31,8.9,653.0,242.0,3887.0,9238.0,Alta
PARC-00517,Lambayeque,Ventura,8.22,20.5,56.4,5.14,9.5,599.0,231.0,3983.0,8979.0,Media
PARC-00518,Lambayeque,Emerald,9.6,20.4,55.9,7.1,9.4,541.0,271.0,3898.0,8121.0,Baja
PARC-00519,La Libertad,Rocio,11.69,19.9,63.2,5.58,8.8,482.0,203.0,4370.0,9547.0,Alta
PARC-00520,Ica,Rocio,10.43,22.5,48.2,5.97,7.3,625.0,220.0,3469.0,8480.0,Baja
PARC-00521,La Libertad,Rocio,2.86,22.1,57.1,5.83,7.7,589.0,216.0,3481.0,9015.0,Media
PARC-00522,La Libertad,Biloxi,4.12,22.5,43.8,5.49,9.9,693.0,188.0,3700.0,8581.0,Media
PARC-00523,Ica,Ventura,7.32,19.0,62.7,5.57,9.4,587.0,179.0,3696.0,9503.0,Alta
PARC-00524,La Libertad,Emerald,4.58,19.8,58.5,6.91,8.3,530.0,233.0,4314.0,8474.0,Baja
PARC-00525,La Libertad,Rocio,2.14,19.6,63.8,5.39,8.6,474.0,253.0,4306.0,8908.0,Media
PARC-00526,La Libertad,Ventura,9.55,21.5,48.6,5.58,,677.0,178.0,3742.0,9099.0,Alta
PARC-00527,La Libertad,Rocio,5.58,22.7,51.1,6.24,8.0,653.0,259.0,3413.0,8743.0,Media
PARC-00528,Ica,Emerald,2.66,22.6,50.1,6.04,6.6,515.0,237.0,3625.0,8166.0,Baja
PARC-00529,La Libertad,Emerald,7.09,18.9,53.7,6.53,9.0,484.0,266.0,4610.0,8425.0,Baja
PARC-00530,Ica,Emerald,11.77,20.6,64.2,5.62,8.9,543.0,187.0,4759.0,9247.0,Alta
PARC-00531,La Libertad,Rocio,8.79,21.8,50.2,6.96,8.3,510.0,262.0,4507.0,8692.0,Media
PARC-00532,Lambayeque,Emerald,3.59,21.0,54.9,7.04,7.6,528.0,240.0,4220.0,7885.0,Baja
PARC-00533,Lambayeque,Emerald,7.14,23.4,37.8,5.43,9.6,721.0,259.0,3888.0,8634.0,Media
PARC-00534,Lambayeque,Ventura,11.02,20.3,57.4,6.87,8.8,583.0,269.0,4129.0,8532.0,Baja
PARC-00535,Lambayeque,Ventura,2.54,20.4,58.0,5.59,8.5,613.0,180.0,4225.0,9088.0,Alta
PARC-00536,Lambayeque,Emerald,8.38,20.9,61.7,5.52,9.0,548.0,183.0,3988.0,9313.0,Alta
PARC-00537,Lambayeque,Rocio,9.21,23.0,43.1,5.37,9.0,654.0,170.0,3999.0,8491.0,Baja
PARC-00538,Ica,Emerald,9.04,21.2,,5.34,8.7,596.0,220.0,4240.0,9086.0,Alta
PARC-00539,La Libertad,Rocio,3.5,19.8,62.5,5.37,8.9,591.0,226.0,3855.0,8796.0,Media
PARC-00540,La Libertad,Emerald,11.07,21.3,52.5,6.23,8.1,616.0,203.0,3665.0,8886.0,Media
PARC-00541,Lambayeque,Ventura,5.22,22.7,45.6,5.91,7.5,558.0,269.0,3448.0,8854.0,Media
PARC-00542,La Libertad,Emerald,2.52,22.7,40.3,5.08,10.6,662.0,272.0,3438.0,8771.0,Media
PARC-00543,La Libertad,Emerald,2.83,23.6,38.9,6.23,8.1,563.0,230.0,3449.0,8398.0,Baja
PARC-00544,Ica,Rocio,6.58,21.7,49.1,,7.3,622.0,229.0,3300.0,9083.0,Alta
PARC-00545,La Libertad,Ventura,2.4,19.3,60.5,5.85,8.0,562.0,159.0,3941.0,9155.0,Alta
PARC-00546,La Libertad,Biloxi,9.8,21.9,30.5,5.67,8.9,655.0,169.0,3994.0,8786.0,Media
PARC-00547,Lambayeque,Biloxi,10.66,23.1,47.8,5.46,9.6,646.0,200.0,3670.0,8514.0,Baja
PARC-00548,La Libertad,Biloxi,2.13,19.7,58.2,5.39,9.0,528.0,156.0,4295.0,8863.0,Media
PARC-00549,La Libertad,Emerald,10.1,20.8,61.6,6.79,8.8,609.0,232.0,4651.0,8427.0,Baja
PARC-00550,La Libertad,Rocio,11.81,22.9,44.4,5.8,9.1,742.0,209.0,3719.0,8703.0,Media
PARC-00551,La Libertad,Emerald,2.3,21.9,37.6,5.95,9.7,707.0,202.0,4411.0,9455.0,Alta
PARC-00552,La Libertad,Biloxi,9.25,20.6,63.6,5.19,9.2,578.0,169.0,4102.0,9409.0,Alta
PARC-00553,Ica,Ventura,11.99,19.9,67.9,5.88,8.1,655.0,173.0,4345.0,8918.0,Media
PARC-00554,La Libertad,Rocio,9.97,23.0,51.1,5.99,6.7,560.0,251.0,3619.0,7976.0,Baja
PARC-00555,La Libertad,Biloxi,7.05,20.8,55.7,5.6,8.9,573.0,207.0,4399.0,9195.0,Alta
PARC-00556,Lambayeque,Emerald,10.85,20.1,59.3,5.72,9.3,581.0,180.0,3839.0,9558.0,Alta
PARC-00557,La Libertad,Ventura,9.08,19.5,57.3,5.66,9.5,543.0,243.0,4442.0,9251.0,Alta
PARC-00558,La Libertad,Rocio,4.92,23.5,36.9,5.55,9.4,706.0,189.0,3910.0,8556.0,Baja
PARC-00559,La Libertad,Emerald,4.24,23.7,34.4,,9.2,682.0,270.0,4050.0,8258.0,Baja
PARC-00560,La Libertad,Emerald,7.13,23.3,38.9,5.54,8.7,733.0,225.0,4121.0,8714.0,Media
PARC-00561,La Libertad,Emerald,5.73,20.2,56.5,5.82,9.0,555.0,190.0,3878.0,8781.0,Media
PARC-00562,La Libertad,Rocio,5.29,18.8,62.7,5.34,10.6,504.0,162.0,4228.0,9781.0,Alta
PARC-00563,Ica,Emerald,3.78,22.8,46.6,6.02,7.9,577.0,241.0,3163.0,8198.0,Baja
PARC-00564,Ica,Emerald,10.45,19.4,56.5,6.71,9.9,539.0,250.0,4107.0,8922.0,Media
PARC-00565,Ica,Rocio,9.05,20.6,56.6,6.87,7.0,562.0,266.0,4460.0,8234.0,Baja
PARC-00566,La Libertad,Emerald,5.31,21.5,57.2,7.06,8.2,592.0,248.0,3904.0,7963.0,Baja
PARC-00567,Lambayeque,Emerald,4.38,20.4,64.0,6.94,9.6,529.0,296.0,4037.0,8333.0,Baja
PARC-00568,Lambayeque,Ventura,3.28,21.2,60.3,5.61,8.0,522.0,168.0,3626.0,9228.0,Alta
PARC-00569,La Libertad,Ventura,3.13,22.3,39.4,5.63,10.0,638.0,232.0,3795.0,9065.0,Alta
PARC-00570,Ica,Biloxi,8.25,21.7,31.0,5.57,10.3,770.0,221.0,4291.0,9432.0,Alta
PARC-00571,Lambayeque,Emerald,3.09,20.1,50.4,5.24,8.7,515.0,212.0,4176.0,9665.0,Alta
PARC-00572,La Libertad,Ventura,11.6,21.7,52.3,6.06,7.8,502.0,218.0,3507.0,8974.0,Media
PARC-00573,Ica,Rocio,4.79,22.5,44.1,5.51,9.2,672.0,148.0,4122.0,9375.0,Alta
PARC-00574,La Libertad,Rocio,2.26,20.7,58.9,7.03,8.9,529.0,291.0,4633.0,8252.0,Baja
PARC-00575,La Libertad,Rocio,10.55,23.6,43.0,6.33,7.9,570.0,224.0,3585.0,8312.0,Baja
PARC-00576,La Libertad,Ventura,5.68,22.0,36.6,5.36,9.4,774.0,273.0,3385.0,9117.0,Alta
PARC-00577,La Libertad,Emerald,5.43,21.0,46.0,6.46,7.7,593.0,238.0,3695.0,8551.0,Baja
PARC-00578,Ica,Rocio,3.19,22.2,35.6,5.8,9.6,673.0,212.0,3681.0,8956.0,Media
PARC-00579,Lambayeque,Emerald,8.6,22.8,45.6,6.51,8.1,628.0,210.0,3295.0,8361.0,Baja
PARC-00580,La Libertad,Emerald,5.59,20.7,63.2,5.73,9.0,563.0,215.0,4135.0,9241.0,Alta
PARC-00581,Lambayeque,Ventura,10.23,23.8,42.4,5.73,8.1,697.0,272.0,4132.0,8307.0,Baja
PARC-00582,Ica,Ventura,8.31,21.0,38.7,5.36,,710.0,187.0,3809.0,9517.0,Alta
PARC-00583,Ica,Emerald,10.8,19.7,58.6,5.34,9.2,546.0,180.0,3934.0,9303.0,Alta
PARC-00584,Ica,Rocio,8.23,20.4,35.3,5.61,9.9,618.0,199.0,4052.0,8402.0,Baja
PARC-00585,Ica,Biloxi,9.79,21.9,48.3,5.85,7.7,654.0,252.0,3381.0,9391.0,Alta
PARC-00586,Lambayeque,Biloxi,8.97,20.0,50.1,7.0,8.6,554.0,282.0,4086.0,8166.0,Baja
PARC-00587,La Libertad,Biloxi,6.63,19.0,64.2,5.52,8.6,584.0,183.0,3748.0,8968.0,Media
PARC-00588,Ica,Emerald,8.89,20.8,57.7,5.42,9.0,598.0,201.0,3800.0,8927.0,Media
PARC-00589,La Libertad,Ventura,8.64,20.4,57.9,5.88,9.0,456.0,211.0,4586.0,9135.0,Alta
PARC-00590,La Libertad,Ventura,2.07,21.3,67.9,5.3,9.5,520.0,207.0,3782.0,9026.0,Media
PARC-00591,La Libertad,Rocio,8.99,21.6,49.3,6.17,7.6,625.0,268.0,3267.0,8612.0,Media
PARC-00592,La Libertad,Biloxi,4.62,21.3,41.0,5.61,10.4,690.0,205.0,4014.0,9011.0,Media
PARC-00593,Lambayeque,Biloxi,7.42,19.5,57.1,5.68,9.4,562.0,159.0,4022.0,9462.0,Alta
PARC-00594,Ica,Biloxi,3.11,21.4,39.1,5.51,9.4,736.0,227.0,3613.0,9747.0,Alta
PARC-00595,La Libertad,Ventura,2.23,19.4,63.7,5.74,9.5,518.0,118.0,3658.0,9538.0,Alta
PARC-00596,Lambayeque,Emerald,2.15,21.1,58.3,5.35,9.9,603.0,201.0,4027.0,9602.0,Alta
PARC-00597,La Libertad,Biloxi,3.58,20.3,57.6,7.19,8.8,508.0,229.0,4235.0,7891.0,Baja
PARC-00598,Lambayeque,Biloxi,2.2,19.6,51.3,7.03,9.2,545.0,274.0,4247.0,8274.0,Baja
PARC-00599,La Libertad,Biloxi,3.32,22.4,,6.18,7.8,641.0,277.0,3656.0,8734.0,Media
PARC-00600,La Libertad,Rocio,7.59,21.0,60.6,6.38,8.7,582.0,253.0,4209.0,8686.0,Media
PARC-00601,Lambayeque,Biloxi,6.0,22.6,46.4,5.43,9.6,692.0,208.0,3392.0,8707.0,Media
PARC-00602,Lambayeque,Emerald,11.81,21.1,58.3,7.2,9.4,555.0,259.0,3487.0,8207.0,Baja
PARC-00603,La Libertad,Emerald,10.09,22.1,46.9,5.85,8.1,586.0,250.0,3720.0,9185.0,Alta
PARC-00604,La Libertad,Biloxi,3.47,20.2,52.2,6.94,8.9,589.0,307.0,4193.0,8367.0,Baja
PARC-00605,La Libertad,Emerald,6.17,21.2,,,7.6,576.0,231.0,3822.0,8267.0,Baja
PARC-00606,Lambayeque,Ventura,6.31,22.3,59.0,6.64,8.5,544.0,283.0,3963.0,8238.0,Baja
PARC-00607,La Libertad,Emerald,5.62,22.9,41.7,6.53,7.9,594.0,199.0,3814.0,7684.0,Baja
PARC-00608,La Libertad,Biloxi,6.96,19.9,61.0,5.82,9.2,580.0,235.0,3808.0,9306.0,Alta
PARC-00609,Ica,Emerald,8.7,20.3,57.3,6.81,9.2,587.0,300.0,4117.0,8624.0,Media
PARC-00610,Lambayeque,Rocio,8.41,23.6,36.7,5.81,9.2,674.0,246.0,4048.0,8216.0,Baja
PARC-00611,La Libertad,Biloxi,5.57,22.7,43.3,5.54,9.5,672.0,237.0,3627.0,8873.0,Media
PARC-00612,Lambayeque,Emerald,9.05,21.5,52.1,6.62,8.2,560.0,301.0,4049.0,8655.0,Media
PARC-00613,La Libertad,Emerald,4.89,22.6,41.7,6.15,9.0,601.0,213.0,3298.0,8685.0,Media
PARC-00614,La Libertad,Biloxi,10.35,23.6,51.6,6.48,7.5,653.0,210.0,3591.0,7497.0,Baja
PARC-00615,Lambayeque,Emerald,11.64,20.6,58.7,5.0,7.9,507.0,216.0,4128.0,9034.0,Media
PARC-00616,La Libertad,Emerald,4.95,20.1,57.1,7.01,8.6,538.0,225.0,4057.0,8374.0,Baja
PARC-00617,La Libertad,Ventura,9.85,21.4,58.4,6.75,9.4,535.0,308.0,4551.0,8964.0,Media
PARC-00618,Ica,Ventura,10.13,20.1,68.4,5.25,9.0,563.0,178.0,4107.0,9182.0,Alta
PARC-00619,Lambayeque,Emerald,6.91,18.7,66.1,5.36,10.1,549.0,231.0,4087.0,9407.0,Alta
PARC-00620,Ica,Emerald,2.88,20.0,57.5,5.52,9.2,517.0,196.0,3947.0,9586.0,Alta
PARC-00621,Ica,Rocio,9.86,20.5,51.6,7.36,9.0,546.0,294.0,4376.0,7662.0,Baja
PARC-00622,La Libertad,Biloxi,6.07,23.7,38.6,5.6,9.9,701.0,201.0,3792.0,8697.0,Media
PARC-00623,Lambayeque,Rocio,4.08,22.4,53.9,6.26,7.1,603.0,185.0,2970.0,8871.0,Media
PARC-00624,La Libertad,Biloxi,8.27,23.2,37.1,5.57,9.5,736.0,207.0,4252.0,8970.0,Media
PARC-00625,Lambayeque,Emerald,6.37,22.9,46.4,6.15,7.8,659.0,251.0,4032.0,8583.0,Media
PARC-00626,La Libertad,Ventura,2.88,22.4,39.0,5.57,8.8,656.0,194.0,4084.0,9557.0,Alta
PARC-00627,La Libertad,Biloxi,11.84,21.5,55.2,6.96,8.2,588.0,264.0,4270.0,7940.0,Baja
PARC-00628,La Libertad,Emerald,4.45,21.8,59.6,5.81,8.9,561.0,160.0,3988.0,9670.0,Alta
PARC-00629,Lambayeque,Emerald,7.11,22.5,37.9,5.85,10.3,753.0,184.0,3676.0,9081.0,Alta
PARC-00630,La Libertad,Emerald,8.67,22.6,49.3,6.25,6.7,640.0,162.0,3403.0,8828.0,Media
PARC-00631,Lambayeque,Ventura,3.15,22.2,44.6,6.11,,646.0,214.0,3433.0,8627.0,Media
PARC-00632,Ica,Ventura,9.39,21.2,51.0,6.15,6.4,604.0,248.0,3791.0,9102.0,Alta
PARC-00633,Lambayeque,Emerald,8.48,20.2,66.8,5.54,9.7,577.0,249.0,4085.0,9768.0,Alta
PARC-00634,La Libertad,Biloxi,6.94,24.0,41.0,5.55,9.9,742.0,193.0,3855.0,7896.0,Baja
PARC-00635,La Libertad,Rocio,7.28,21.9,57.9,5.35,8.4,648.0,225.0,4016.0,8960.0,Media
PARC-00636,Ica,Emerald,11.55,21.0,63.0,5.89,8.2,539.0,186.0,3607.0,8481.0,Baja
PARC-00637,Lambayeque,Rocio,11.11,20.4,56.9,6.73,9.2,623.0,248.0,4338.0,8583.0,Media
PARC-00638,La Libertad,Biloxi,3.12,20.8,58.0,6.59,8.1,527.0,201.0,4552.0,8427.0,Baja
PARC-00639,Ica,Emerald,5.69,20.8,57.9,6.46,7.9,560.0,324.0,4025.0,8719.0,Media
PARC-00640,La Libertad,Emerald,7.17,22.1,46.4,6.6,,630.0,219.0,3722.0,9198.0,Alta
PARC-00641,La Libertad,Rocio,11.2,21.2,55.9,6.91,9.4,545.0,244.0,4555.0,8854.0,Media
PARC-00642,La Libertad,Ventura,10.17,21.0,,5.96,7.1,653.0,217.0,3730.0,8562.0,Baja
PARC-00643,La Libertad,Rocio,5.86,20.8,58.8,,10.2,535.0,187.0,4130.0,9497.0,Alta
PARC-00644,La Libertad,Biloxi,10.86,20.8,57.6,5.37,,566.0,139.0,3794.0,9535.0,Alta
PARC-00645,Lambayeque,Rocio,5.78,20.5,,6.76,9.5,571.0,278.0,4233.0,8505.0,Baja
PARC-00646,La Libertad,Emerald,4.71,23.4,47.9,6.4,,605.0,258.0,4010.0,8078.0,Baja
PARC-00647,Lambayeque,Rocio,8.1,21.2,61.7,5.35,8.9,551.0,222.0,3760.0,9281.0,Alta
PARC-00648,Ica,Biloxi,5.56,23.2,35.0,5.6,8.9,659.0,193.0,3919.0,8096.0,Baja
PARC-00649,Ica,Ventura,8.22,20.1,58.0,6.81,9.3,551.0,220.0,3780.0,8248.0,Baja
PARC-00650,La Libertad,Emerald,6.1,19.3,61.2,5.48,9.3,498.0,211.0,4373.0,9354.0,Alta
PARC-00651,Lambayeque,Emerald,9.96,22.2,37.2,5.61,8.9,718.0,244.0,3780.0,8918.0,Media
PARC-00652,La Libertad,Biloxi,11.54,21.7,43.9,6.0,7.9,647.0,219.0,3016.0,8683.0,Media
PARC-00653,Lambayeque,Emerald,4.7,19.1,60.7,6.67,9.0,566.0,263.0,4310.0,8407.0,Baja
PARC-00654,La Libertad,Ventura,7.1,20.4,60.6,5.48,8.6,547.0,238.0,4070.0,9254.0,Alta
PARC-00655,Lambayeque,Biloxi,9.24,21.7,50.4,6.19,7.5,578.0,265.0,3636.0,9061.0,Alta
PARC-00656,La Libertad,Emerald,3.59,19.3,57.9,5.54,8.8,570.0,216.0,4322.0,9243.0,Alta
PARC-00657,Lambayeque,Emerald,9.96,22.7,48.7,6.3,7.6,561.0,246.0,3748.0,8901.0,Media
PARC-00658,La Libertad,Biloxi,7.83,21.1,,5.31,8.5,547.0,186.0,3815.0,8964.0,Media
PARC-00659,La Libertad,Rocio,3.5,22.3,41.6,5.19,9.8,830.0,206.0,3770.0,8945.0,Media
PARC-00660,Lambayeque,Emerald,10.68,23.1,47.1,5.79,8.4,724.0,287.0,3956.0,8428.0,Baja
PARC-00661,La Libertad,Ventura,6.27,19.6,58.0,5.37,,599.0,206.0,4718.0,9464.0,Alta
PARC-00662,Lambayeque,Rocio,3.77,23.1,49.8,6.01,7.0,582.0,241.0,3519.0,8135.0,Baja
PARC-00663,Lambayeque,Rocio,3.95,20.1,58.8,5.5,9.1,568.0,262.0,3889.0,9901.0,Alta
PARC-00664,Lambayeque,Rocio,9.86,20.7,60.9,5.19,9.4,603.0,174.0,4098.0,8757.0,Media
PARC-00665,Lambayeque,Rocio,11.36,18.6,54.6,5.71,8.8,503.0,207.0,3969.0,9651.0,Alta
PARC-00666,Lambayeque,Biloxi,5.78,20.6,46.3,6.84,9.0,629.0,316.0,3859.0,8477.0,Baja
PARC-00667,Ica,Biloxi,2.79,21.3,43.1,5.78,5.8,594.0,305.0,3999.0,9088.0,Alta
PARC-00668,La Libertad,Biloxi,3.01,21.4,48.6,5.91,6.7,550.0,228.0,3504.0,9334.0,Alta
PARC-00669,Lambayeque,Rocio,8.54,19.6,63.2,5.27,8.5,556.0,229.0,4410.0,9505.0,Alta
PARC-00670,Lambayeque,Ventura,5.71,21.6,41.2,5.34,10.1,660.0,212.0,3586.0,8928.0,Media
PARC-00671,La Libertad,Ventura,6.26,19.5,64.0,5.34,9.9,502.0,240.0,3936.0,9514.0,Alta
PARC-00672,La Libertad,Rocio,5.37,22.1,46.4,5.62,9.2,652.0,154.0,3487.0,9548.0,Alta
PARC-00673,La Libertad,Biloxi,6.66,22.4,50.9,6.13,7.4,554.0,195.0,3175.0,8347.0,Baja
PARC-00674,Lambayeque,Ventura,8.44,20.2,51.3,7.2,9.3,575.0,270.0,4545.0,8639.0,Media
PARC-00675,La Libertad,Ventura,7.41,22.6,44.2,5.49,10.3,670.0,203.0,3530.0,8998.0,Media
PARC-00676,Lambayeque,Ventura,3.64,23.3,49.0,11.7,9.3,753.0,167.0,3942.0,8389.0,Baja
PARC-00677,Lambayeque,Emerald,6.91,22.7,46.5,5.83,7.4,548.0,285.0,3405.0,8348.0,Baja
PARC-00678,Lambayeque,Emerald,6.61,23.5,40.3,5.71,10.4,782.0,208.0,3667.0,8413.0,Baja
PARC-00679,La Libertad,Ventura,7.46,21.6,62.5,5.3,,583.0,232.0,4082.0,8509.0,Baja
PARC-00680,Lambayeque,Biloxi,3.11,21.8,44.2,5.33,9.4,704.0,195.0,3870.0,8939.0,Media
PARC-00681,Lambayeque,Emerald,3.54,20.0,63.3,5.53,8.3,516.0,207.0,4404.0,9191.0,Alta
PARC-00682,La Libertad,Emerald,7.3,21.3,63.4,5.56,9.4,522.0,195.0,3894.0,8893.0,Media
PARC-00683,La Libertad,Emerald,4.75,19.0,61.4,5.54,9.4,573.0,207.0,4239.0,9491.0,Alta
PARC-00684,La Libertad,Ventura,8.29,24.6,39.5,5.51,10.0,710.0,253.0,3841.0,7804.0,Baja
PARC-00685,Ica,Rocio,5.73,21.5,63.0,6.99,8.6,592.0,289.0,4152.0,7946.0,Baja
PARC-00686,La Libertad,Emerald,4.21,20.0,,5.35,9.2,578.0,180.0,4113.0,9219.0,Alta
PARC-00687,La Libertad,Rocio,8.56,22.3,32.3,5.28,8.5,716.0,169.0,4114.0,8923.0,Media
PARC-00688,La Libertad,Emerald,5.94,22.7,52.7,6.01,7.4,623.0,238.0,3640.0,8582.0,Media
PARC-00689,La Libertad,Ventura,3.58,20.2,62.9,7.23,8.4,549.0,276.0,4322.0,7711.0,Baja
PARC-00690,La Libertad,Ventura,10.09,22.5,38.9,5.43,9.8,666.0,180.0,4097.0,8896.0,Media
PARC-00691,Lambayeque,Emerald,6.32,19.5,57.7,5.28,9.7,595.0,216.0,4593.0,9297.0,Alta
PARC-00692,La Libertad,Emerald,11.15,21.1,50.4,6.1,7.6,639.0,255.0,3637.0,8610.0,Media
PARC-00693,Ica,Emerald,3.93,19.8,73.0,5.45,9.1,533.0,211.0,4309.0,9200.0,Alta
PARC-00694,La Libertad,Emerald,10.76,19.9,67.6,5.55,9.1,512.0,213.0,4066.0,9478.0,Alta
PARC-00695,La Libertad,Ventura,10.16,22.7,51.0,6.5,7.4,607.0,263.0,3427.0,8403.0,Baja
PARC-00696,Lambayeque,Biloxi,3.04,22.8,39.0,5.73,9.5,716.0,185.0,4318.0,8652.0,Media
PARC-00697,Lambayeque,Ventura,7.32,20.1,66.1,6.98,9.1,634.0,252.0,4178.0,8517.0,Baja
PARC-00698,Ica,Rocio,8.54,22.0,46.7,5.56,9.9,731.0,244.0,3590.0,8749.0,Media
